university_id,university_name,country,region,year,subject_area,total_students,international_students,academic_staff,student_faculty_ratio,international_student_pct,publications_count,citations_count,academic_reputation_score,employer_reputation_score,faculty_student_score,citations_per_faculty,intl_faculty_ratio,sustainability_score,employment_outcomes_score,the_teaching_score,the_research_environment,the_research_quality,the_industry_score,the_international_outlook,raw_overall_score,source_qs,source_the,rank
UNIV_684579,Brasilia University of Medicine,Germany,Europe,2021,Natural Sciences,42571,16560,2027,21.4,37.5,-5,-16,86.7,86.7,40.1,15.0,46.9,81.1,87.4,63,87.3,20.0,91.6,56.2,82.8,QS World University Rankings,Times Higher Education World University Rankings,72
UNIV_684579,Brasilia University of Medicine,Germany,Europe,2022,Natural Sciences,42571,16560,2027,21.3,38.3,-367,-1284,88.0,84.4,40.4,15.0,47.9,79.3,82.9,64,89.1,20.0,85.4,57.4,84.0,QS World University Rankings,Times Higher Education World University Rankings,77
UNIV_684579,Brasilia University of Medicine,Germany,Europe,2023,Natural Sciences,42571,16560,2027,21.1,38.3,-639,-2332,88.9,83.0,40.9,15.0,47.9,88.5,80.4,65,84.5,20.0,59.4,57.4,84.8,QS World University Rankings,Times Higher Education World University Rankings,95
UNIV_684579,Brasilia University of Medicine,Germany,Europe,2024,Natural Sciences,42571,16560,2027,21.0,39.4,1310,4978,89.8,84.1,41.2,15.0,49.2,73.6,79.5,66,88.9,20.0,46.2,59.1,85.7,QS World University Rankings,Times Higher Education World University Rankings,111
UNIV_229591,Kyoto Central University,France,Europe,2020,Engineering & Technology,19593,7327,1272,15.9,35.5,1043,3337,77.9,72.1,55.5,15.0,44.4,77.1,67.0,67,73.8,20.0,63.3,53.2,80.8,QS World University Rankings,Times Higher Education World University Rankings,100
UNIV_229591,Kyoto Central University,France,Europe,2021,Engineering & Technology,19593,7327,1272,15.9,36.1,1826,6117,79.5,82.4,55.5,15.0,45.1,82.6,80.2,68,77.1,20.0,50.0,54.2,82.4,QS World University Rankings,Times Higher Education World University Rankings,83
UNIV_229591,Kyoto Central University,France,Europe,2022,Engineering & Technology,19593,7327,1272,15.4,36.4,2682,9387,80.8,78.3,56.9,15.0,45.5,79.7,73.9,69,80.8,20.0,88.1,54.6,83.8,QS World University Rankings,Times Higher Education World University Rankings,89
UNIV_229591,Kyoto Central University,France,Europe,2023,Engineering & Technology,19593,7327,1272,15.5,37.0,1745,6369,81.9,78.4,56.6,15.0,46.2,84.5,73.4,69,77.3,20.0,60.5,55.5,84.9,QS World University Rankings,Times Higher Education World University Rankings,90
UNIV_229591,Kyoto Central University,France,Europe,2024,Engineering & Technology,19593,7327,1272,15.5,37.6,1511,5741,83.5,84.2,56.6,15.0,47.0,89.1,80.2,70,79.6,20.0,57.5,56.4,86.6,QS World University Rankings,Times Higher Education World University Rankings,73
UNIV_987708,University of Sydney,Australia,Oceania,2020,Life Sciences & Medicine,23990,10435,1738,14.5,41.6,90728,290329,86.3,87.8,59.4,100.0,52.0,82.0,86.2,73,84.2,95.0,94.1,62.4,81.5,QS World University Rankings,Times Higher Education World University Rankings,72
UNIV_987708,University of Sydney,Australia,Oceania,2021,Life Sciences & Medicine,23990,10435,1738,14.4,42.2,94465,316457,87.5,90.2,59.7,100.0,52.8,73.3,82.1,74,88.4,95.0,90.3,63.3,82.7,QS World University Rankings,Times Higher Education World University Rankings,75
UNIV_987708,University of Sydney,Australia,Oceania,2022,Life Sciences & Medicine,23990,10435,1738,14.0,42.3,99705,348967,88.0,90.2,60.8,100.0,52.9,72.4,81.6,74,84.2,95.0,55.7,63.4,83.1,QS World University Rankings,Times Higher Education World University Rankings,114
UNIV_987708,University of Sydney,Australia,Oceania,2023,Life Sciences & Medicine,23990,10435,1738,13.9,43.1,104722,382235,90.4,90.4,61.1,100.0,53.9,76.4,84.0,76,89.1,95.0,70.8,64.7,85.4,QS World University Rankings,Times Higher Education World University Rankings,67
UNIV_987708,University of Sydney,Australia,Oceania,2024,Life Sciences & Medicine,23990,10435,1738,13.7,43.7,110375,419425,91.5,94.0,61.6,100.0,54.6,84.3,95.8,77,92.0,95.0,42.4,65.6,86.5,QS World University Rankings,Times Higher Education World University Rankings,79
UNIV_392522,Glasgow University of Medicine,Switzerland,Europe,2020,Social Sciences & Management,19861,5283,1196,17.3,24.9,2278,7289,79.4,75.7,51.6,15.0,31.1,72.6,68.6,66,78.3,20.0,77.9,37.3,81.9,QS World University Rankings,Times Higher Education World University Rankings,58
UNIV_392522,Glasgow University of Medicine,Switzerland,Europe,2021,Social Sciences & Management,19861,5283,1196,17.0,24.9,2038,6827,79.9,79.9,52.4,15.0,31.1,83.7,80.1,66,76.2,20.0,66.7,37.3,82.4,QS World University Rankings,Times Higher Education World University Rankings,83
UNIV_392522,Glasgow University of Medicine,Switzerland,Europe,2022,Social Sciences & Management,19861,5283,1196,16.8,25.8,2040,7140,81.7,77.1,53.0,15.0,32.2,81.5,76.2,67,78.9,20.0,45.8,38.7,84.2,QS World University Rankings,Times Higher Education World University Rankings,66
UNIV_392522,Glasgow University of Medicine,Switzerland,Europe,2023,Social Sciences & Management,19861,5283,1196,16.7,26.4,1191,4347,82.6,79.1,53.2,15.0,33.0,82.5,74.6,68,77.8,20.0,45.3,39.6,85.2,QS World University Rankings,Times Higher Education World University Rankings,79
UNIV_392522,Glasgow University of Medicine,Switzerland,Europe,2024,Social Sciences & Management,19861,5283,1196,16.6,26.3,2249,8546,83.5,78.0,53.5,15.0,32.9,76.8,71.8,68,78.9,20.0,76.9,39.5,86.1,QS World University Rankings,Times Higher Education World University Rankings,93
UNIV_498850,Technical Buenos Aires University,Norway,Europe,2020,Arts & Humanities,25145,8649,1269,20.3,32.4,1501,4803,80.9,78.4,43.2,15.0,40.5,73.4,71.3,62,82.1,20.0,70.2,48.6,80.6,QS World University Rankings,Times Higher Education World University Rankings,109
UNIV_498850,Technical Buenos Aires University,Norway,Europe,2021,Arts & Humanities,25145,8649,1269,20.2,33.3,2128,7128,83.1,82.9,43.4,15.0,41.6,73.0,78.7,63,82.3,20.0,83.0,49.9,82.8,QS World University Rankings,Times Higher Education World University Rankings,72
UNIV_498850,Technical Buenos Aires University,Norway,Europe,2022,Arts & Humanities,25145,8649,1269,20.1,33.7,2472,8652,83.9,77.6,43.7,15.0,42.1,83.1,78.7,64,80.6,20.0,44.8,50.6,83.6,QS World University Rankings,Times Higher Education World University Rankings,95
UNIV_498850,Technical Buenos Aires University,Norway,Europe,2023,Arts & Humanities,25145,8649,1269,19.9,33.9,2582,9424,84.8,87.9,44.3,15.0,42.4,85.8,80.5,65,86.0,20.0,64.8,50.8,84.5,QS World University Rankings,Times Higher Education World University Rankings,105
UNIV_498850,Technical Buenos Aires University,Norway,Europe,2024,Arts & Humanities,25145,8649,1269,19.8,34.0,1765,6707,86.5,80.2,44.6,15.0,42.5,89.8,73.6,66,86.5,20.0,75.0,51.0,86.2,QS World University Rankings,Times Higher Education World University Rankings,88
UNIV_119301,Houston Royal University,Belgium,Europe,2020,Natural Sciences,14938,4974,773,20.1,31.5,728,2329,80.1,78.5,43.7,15.0,39.4,81.1,75.2,62,77.1,20.0,60.0,47.2,81.5,QS World University Rankings,Times Higher Education World University Rankings,72
UNIV_119301,Houston Royal University,Belgium,Europe,2021,Natural Sciences,14938,4974,773,19.7,32.2,643,2154,80.6,80.8,44.8,15.0,40.2,82.4,75.0,63,77.4,20.0,56.9,48.3,81.9,QS World University Rankings,Times Higher Education World University Rankings,105
UNIV_119301,Houston Royal University,Belgium,Europe,2022,Natural Sciences,14938,4974,773,19.6,32.5,140,490,82.0,83.1,45.1,15.0,40.6,79.2,78.4,64,79.9,20.0,61.4,48.8,83.3,QS World University Rankings,Times Higher Education World University Rankings,107
UNIV_119301,Houston Royal University,Belgium,Europe,2023,Natural Sciences,14938,4974,773,19.7,32.6,514,1876,83.2,81.2,44.8,15.0,40.8,85.6,80.6,64,81.6,20.0,87.0,48.9,84.6,QS World University Rankings,Times Higher Education World University Rankings,101
UNIV_119301,Houston Royal University,Belgium,Europe,2024,Natural Sciences,14938,4974,773,19.4,33.4,1200,4560,85.2,86.3,45.7,15.0,41.8,89.7,78.3,65,84.4,20.0,48.0,50.1,86.6,QS World University Rankings,Times Higher Education World University Rankings,73
UNIV_036271,Catholic Madrid University,Germany,Europe,2020,Social Sciences & Management,26644,8979,1359,20.1,31.8,1935,6192,80.3,83.0,43.7,15.0,39.8,73.9,78.0,62,80.9,20.0,75.6,47.7,80.9,QS World University Rankings,Times Higher Education World University Rankings,96
UNIV_036271,Catholic Madrid University,Germany,Europe,2021,Social Sciences & Management,26644,8979,1359,20.2,32.6,2911,9751,81.5,81.3,43.4,15.0,40.8,70.7,75.3,62,82.9,20.0,69.4,48.9,82.1,QS World University Rankings,Times Higher Education World University Rankings,98
UNIV_036271,Catholic Madrid University,Germany,Europe,2022,Social Sciences & Management,26644,8979,1359,19.9,32.7,3258,11403,83.4,84.1,44.3,15.1,40.9,83.7,77.4,64,84.8,20.0,52.3,49.1,84.0,QS World University Rankings,Times Higher Education World University Rankings,77
UNIV_036271,Catholic Madrid University,Germany,Europe,2023,Social Sciences & Management,26644,8979,1359,19.6,33.2,2213,8077,84.3,81.1,45.1,15.0,41.5,86.2,73.1,65,84.6,20.0,71.4,49.8,84.9,QS World University Rankings,Times Higher Education World University Rankings,90
UNIV_036271,Catholic Madrid University,Germany,Europe,2024,Social Sciences & Management,26644,8979,1359,19.7,33.7,2862,10875,86.2,84.4,44.8,15.0,42.1,90.6,85.6,66,87.8,20.0,87.7,50.6,86.8,QS World University Rankings,Times Higher Education World University Rankings,67
UNIV_022276,Royal Bonn University,Norway,Europe,2020,Social Sciences & Management,41653,12912,2933,14.7,29.1,1941,6211,80.8,80.1,58.8,15.0,36.4,79.4,74.2,70,78.5,20.0,72.9,43.7,80.4,QS World University Rankings,Times Higher Education World University Rankings,117
UNIV_022276,Royal Bonn University,Norway,Europe,2021,Social Sciences & Management,41653,12912,2933,14.7,29.4,1031,3453,82.9,76.4,58.8,15.0,36.8,76.1,74.3,71,80.9,20.0,82.8,44.1,82.4,QS World University Rankings,Times Higher Education World University Rankings,83
UNIV_022276,Royal Bonn University,Norway,Europe,2022,Social Sciences & Management,41653,12912,2933,14.4,30.1,1265,4427,84.5,81.1,59.7,15.0,37.6,78.8,74.9,72,82.5,20.0,48.6,45.2,84.0,QS World University Rankings,Times Higher Education World University Rankings,77
UNIV_022276,Royal Bonn University,Norway,Europe,2023,Social Sciences & Management,41653,12912,2933,14.3,30.7,2897,10574,85.6,85.5,60.0,15.0,38.4,80.3,82.1,73,81.3,20.0,84.3,46.0,85.1,QS World University Rankings,Times Higher Education World University Rankings,81
UNIV_022276,Royal Bonn University,Norway,Europe,2024,Social Sciences & Management,41653,12912,2933,14.3,31.1,1530,5814,86.4,85.4,60.0,15.0,38.9,74.9,80.7,73,82.9,20.0,68.5,46.7,85.9,QS World University Rankings,Times Higher Education World University Rankings,103
UNIV_202756,Riyadh Catholic University,United Kingdom,Europe,2020,Engineering & Technology,39204,11800,2703,15.1,27.9,519,1660,82.9,81.9,57.7,15.0,34.9,72.8,79.7,70,81.7,20.0,61.8,41.8,80.7,QS World University Rankings,Times Higher Education World University Rankings,104
UNIV_202756,Riyadh Catholic University,United Kingdom,Europe,2021,Engineering & Technology,39204,11800,2703,14.8,29.1,1661,5564,84.8,81.1,58.6,15.0,36.4,83.0,77.4,72,85.7,20.0,48.1,43.7,82.6,QS World University Rankings,Times Higher Education World University Rankings,78
UNIV_202756,Riyadh Catholic University,United Kingdom,Europe,2022,Engineering & Technology,39204,11800,2703,14.9,29.2,2722,9527,85.7,89.0,58.3,15.0,36.5,,81.5,72,81.5,20.0,77.5,43.8,83.4,QS World University Rankings,Times Higher Education World University Rankings,99
UNIV_202756,Riyadh Catholic University,United Kingdom,Europe,2023,Engineering & Technology,39204,11800,2703,14.8,29.5,2396,8745,87.1,88.2,58.6,15.0,36.9,81.4,85.1,73,82.5,20.0,62.6,44.2,84.8,QS World University Rankings,Times Higher Education World University Rankings,95
UNIV_202756,Riyadh Catholic University,United Kingdom,Europe,2024,Engineering & Technology,39204,11800,2703,14.5,30.5,846,3214,87.8,88.3,59.4,15.0,38.1,79.5,81.9,74,84.9,20.0,43.9,45.8,85.6,QS World University Rankings,Times Higher Education World University Rankings,115
UNIV_168300,Gwangju University of Applied Sciences,Belgium,Europe,2020,Natural Sciences,20275,6041,1635,13.1,28.0,1693,5417,81.2,76.9,63.3,15.0,35.0,72.3,74.0,72,80.7,20.0,42.4,42.0,81.4,QS World University Rankings,Times Higher Education World University Rankings,77
UNIV_168300,Gwangju University of Applied Sciences,Belgium,Europe,2021,Natural Sciences,20275,6041,1635,13.0,28.2,1353,4532,81.9,80.4,63.6,15.0,35.2,72.4,81.0,73,78.9,20.0,80.2,42.3,82.1,QS World University Rankings,Times Higher Education World University Rankings,98
UNIV_168300,Gwangju University of Applied Sciences,Belgium,Europe,2022,Natural Sciences,20275,6041,1635,12.8,28.9,2757,9649,82.9,80.9,64.2,15.0,36.1,77.9,81.1,74,78.3,20.0,88.5,43.3,83.1,QS World University Rankings,Times Higher Education World University Rankings,114
UNIV_168300,Gwangju University of Applied Sciences,Belgium,Europe,2023,Natural Sciences,20275,6041,1635,12.3,29.6,1636,5971,84.1,87.4,65.6,15.0,37.0,73.5,84.9,75,83.6,20.0,91.4,44.4,84.3,QS World University Rankings,Times Higher Education World University Rankings,114
UNIV_168300,Gwangju University of Applied Sciences,Belgium,Europe,2024,Natural Sciences,20275,6041,1635,12.4,30.0,2012,7645,85.8,80.4,65.3,15.0,37.5,88.3,79.6,76,85.9,20.0,75.9,45.0,86.0,QS World University Rankings,Times Higher Education World University Rankings,100
UNIV_836810,Federal Incheon University,United Kingdom,Europe,2020,Natural Sciences,26760,9473,1233,22.3,33.4,1169,3740,81.6,76.6,37.6,15.0,41.8,79.8,75.3,60,79.7,20.0,47.4,50.1,80.6,QS World University Rankings,Times Higher Education World University Rankings,109
UNIV_836810,Federal Incheon University,United Kingdom,Europe,2021,Natural Sciences,26760,9473,1233,22.1,33.8,897,3004,83.0,84.6,38.1,15.0,42.2,82.1,78.0,61,82.8,20.0,76.8,50.7,81.9,QS World University Rankings,Times Higher Education World University Rankings,105
UNIV_836810,Federal Incheon University,United Kingdom,Europe,2022,Natural Sciences,26760,9473,1233,22.0,34.6,1167,4084,84.7,81.6,38.4,15.0,43.2,84.4,80.7,62,85.9,20.0,43.2,51.9,83.7,QS World University Rankings,Times Higher Education World University Rankings,92
UNIV_836810,Federal Incheon University,United Kingdom,Europe,2023,Natural Sciences,26760,9473,1233,21.8,34.7,1153,4208,85.6,85.4,39.0,15.0,43.4,77.3,83.3,62,86.2,20.0,49.4,52.1,84.5,QS World University Rankings,Times Higher Education World University Rankings,105
UNIV_836810,Federal Incheon University,United Kingdom,Europe,2024,Natural Sciences,26760,9473,1233,21.5,35.6,1720,6536,87.2,88.3,39.8,15.0,44.5,83.6,84.7,64,88.3,20.0,60.7,53.4,86.1,QS World University Rankings,Times Higher Education World University Rankings,93
UNIV_412009,Groningen University of Medicine,Germany,Europe,2020,Natural Sciences,16139,5438,938,17.7,32.2,1523,4873,77.1,79.8,50.4,15.0,40.2,81.3,72.9,64,73.8,20.0,93.7,48.3,81.6,QS World University Rankings,Times Higher Education World University Rankings,68
UNIV_412009,Groningen University of Medicine,Germany,Europe,2021,Natural Sciences,16139,5438,938,17.8,32.4,976,3269,76.5,76.9,50.2,15.0,40.5,73.6,74.3,63,75.7,20.0,66.5,48.6,81.0,QS World University Rankings,Times Higher Education World University Rankings,166
UNIV_412009,Groningen University of Medicine,Germany,Europe,2022,Natural Sciences,16139,5438,938,17.5,32.9,996,3486,78.5,76.8,51.0,15.0,41.1,77.0,76.8,65,76.9,20.0,53.6,49.3,83.1,QS World University Rankings,Times Higher Education World University Rankings,114
UNIV_412009,Groningen University of Medicine,Germany,Europe,2023,Natural Sciences,16139,5438,938,17.2,33.3,271,989,80.2,76.3,51.8,15.0,41.6,88.5,75.8,66,80.4,20.0,74.3,49.9,85.0,QS World University Rankings,Times Higher Education World University Rankings,86
UNIV_412009,Groningen University of Medicine,Germany,Europe,2024,Natural Sciences,16139,5438,938,17.2,33.8,1130,4294,81.8,77.1,51.8,15.0,42.2,89.9,73.1,67,80.3,20.0,46.8,50.7,86.6,QS World University Rankings,Times Higher Education World University Rankings,73
UNIV_062637,University of Kyushu,Denmark,Europe,2020,Engineering & Technology,27983,10157,1512,19.1,34.5,2960,9472,83.4,86.4,46.5,15.0,43.1,84.2,84.8,65,83.7,20.0,49.7,51.8,81.0,QS World University Rankings,Times Higher Education World University Rankings,92
UNIV_062637,University of Kyushu,Denmark,Europe,2021,Engineering & Technology,27983,10157,1512,19.0,35.2,2899,9711,84.0,78.7,46.8,15.0,44.0,77.0,74.2,65,82.7,20.0,78.9,52.8,81.6,QS World University Rankings,Times Higher Education World University Rankings,121
UNIV_062637,University of Kyushu,Denmark,Europe,2022,Engineering & Technology,27983,10157,1512,18.6,35.8,2723,9530,85.8,87.8,47.9,15.0,44.8,76.3,81.8,67,85.8,20.0,59.8,53.7,83.3,QS World University Rankings,Times Higher Education World University Rankings,107
UNIV_062637,University of Kyushu,Denmark,Europe,2023,Engineering & Technology,27983,10157,1512,18.6,36.0,2545,9289,87.0,84.1,47.9,15.0,45.0,77.6,83.9,67,88.5,20.0,65.3,54.0,84.5,QS World University Rankings,Times Higher Education World University Rankings,105
UNIV_062637,University of Kyushu,Denmark,Europe,2024,Engineering & Technology,27983,10157,1512,18.5,36.5,3173,12057,88.7,87.3,48.2,15.0,45.6,73.5,81.2,68,89.9,20.0,90.9,54.8,86.1,QS World University Rankings,Times Higher Education World University Rankings,93
UNIV_396552,State Padua University,Spain,Europe,2020,Natural Sciences,37557,11905,2041,19.1,29.6,2440,7808,80.8,79.2,46.5,15.0,37.0,83.0,75.6,64,77.7,20.0,90.4,44.4,80.8,QS World University Rankings,Times Higher Education World University Rankings,100
UNIV_396552,State Padua University,Spain,Europe,2021,Natural Sciences,37557,11905,2041,19.0,29.9,2600,8710,82.4,85.6,46.8,15.0,37.4,70.4,86.3,65,77.5,20.0,60.0,44.8,82.3,QS World University Rankings,Times Higher Education World University Rankings,88
UNIV_396552,State Padua University,Spain,Europe,2022,Natural Sciences,37557,11905,2041,18.7,30.7,2954,10339,83.1,79.4,47.6,15.0,38.4,72.8,78.8,65,79.6,20.0,52.3,46.0,83.0,QS World University Rankings,Times Higher Education World University Rankings,120
UNIV_396552,State Padua University,Spain,Europe,2023,Natural Sciences,37557,11905,2041,18.5,30.9,3138,11453,84.6,81.2,48.2,15.0,38.6,86.8,80.8,66,83.8,20.0,58.6,46.3,84.5,QS World University Rankings,Times Higher Education World University Rankings,105
UNIV_396552,State Padua University,Spain,Europe,2024,Natural Sciences,37557,11905,2041,18.5,31.8,3376,12828,85.5,86.3,48.2,15.0,39.8,82.4,80.9,67,85.5,20.0,51.4,47.7,85.4,QS World University Rankings,Times Higher Education World University Rankings,123
UNIV_400909,University of Lille,Netherlands,Europe,2020,Engineering & Technology,36841,10831,2246,16.9,27.7,1258,4025,78.9,73.5,52.7,15.0,34.6,81.0,74.0,66,78.3,20.0,47.9,41.5,81.1,QS World University Rankings,Times Higher Education World University Rankings,87
UNIV_400909,University of Lille,Netherlands,Europe,2021,Engineering & Technology,36841,10831,2246,16.9,27.8,2050,6867,79.9,82.8,52.7,15.0,34.8,71.8,80.3,66,79.5,20.0,89.0,41.7,82.2,QS World University Rankings,Times Higher Education World University Rankings,92
UNIV_400909,University of Lille,Netherlands,Europe,2022,Engineering & Technology,36841,10831,2246,16.5,28.5,1758,6153,81.5,77.5,53.8,15.0,35.6,85.0,78.9,68,78.3,20.0,43.1,42.8,83.9,QS World University Rankings,Times Higher Education World University Rankings,87
UNIV_400909,University of Lille,Netherlands,Europe,2023,Engineering & Technology,36841,10831,2246,16.5,29.2,1394,5088,81.7,76.0,53.8,15.0,36.5,75.9,69.5,68,78.3,20.0,45.8,43.8,84.1,QS World University Rankings,Times Higher Education World University Rankings,129
UNIV_400909,University of Lille,Netherlands,Europe,2024,Engineering & Technology,36841,10831,2246,16.5,29.4,1688,6414,83.4,83.8,53.8,15.0,36.8,87.2,84.2,69,82.7,20.0,89.0,44.1,85.8,QS World University Rankings,Times Higher Education World University Rankings,108
UNIV_177107,Berlin University of Applied Sciences,Denmark,Europe,2020,Arts & Humanities,27809,8370,1418,20.3,28.2,2345,7504,81.2,75.1,43.2,15.0,35.2,75.8,76.1,62,77.9,20.0,91.8,42.3,81.6,QS World University Rankings,Times Higher Education World University Rankings,68
UNIV_177107,Berlin University of Applied Sciences,Denmark,Europe,2021,Arts & Humanities,27809,8370,1418,20.1,28.9,3129,10482,81.9,81.5,43.7,15.0,36.1,86.1,80.1,63,83.4,20.0,43.2,43.3,82.3,QS World University Rankings,Times Higher Education World University Rankings,88
UNIV_177107,Berlin University of Applied Sciences,Denmark,Europe,2022,Arts & Humanities,27809,8370,1418,20.0,29.0,2187,7654,83.3,78.2,44.0,15.0,36.2,87.5,73.3,64,81.2,20.0,55.1,43.5,83.7,QS World University Rankings,Times Higher Education World University Rankings,92
UNIV_177107,Berlin University of Applied Sciences,Denmark,Europe,2023,Arts & Humanities,27809,8370,1418,19.8,29.7,2049,7478,84.2,79.3,44.6,15.0,37.1,75.9,78.9,64,79.8,20.0,64.1,44.5,84.6,QS World University Rankings,Times Higher Education World University Rankings,101
UNIV_177107,Berlin University of Applied Sciences,Denmark,Europe,2024,Arts & Humanities,27809,8370,1418,19.5,30.2,2211,8401,85.4,78.6,45.4,15.0,37.8,79.9,76.7,65,82.5,20.0,86.0,45.3,85.8,QS World University Rankings,Times Higher Education World University Rankings,108
UNIV_329227,University of Campinas,Italy,Europe,2020,Engineering & Technology,34514,10526,2066,17.3,28.5,3434,10988,81.5,79.9,51.6,15.0,35.6,77.3,74.8,67,81.0,20.0,75.5,42.8,80.7,QS World University Rankings,Times Higher Education World University Rankings,104
UNIV_329227,University of Campinas,Italy,Europe,2021,Engineering & Technology,34514,10526,2066,16.9,29.2,2464,8254,82.1,80.4,52.7,15.0,36.5,84.1,77.0,67,77.3,20.0,64.1,43.8,81.3,QS World University Rankings,Times Higher Education World University Rankings,139
UNIV_329227,University of Campinas,Italy,Europe,2022,Engineering & Technology,34514,10526,2066,16.8,29.7,3359,11756,84.0,82.0,53.0,15.0,37.1,80.2,83.6,68,83.3,20.0,78.2,44.5,83.3,QS World University Rankings,Times Higher Education World University Rankings,107
UNIV_329227,University of Campinas,Italy,Europe,2023,Engineering & Technology,34514,10526,2066,16.8,30.0,2140,7811,85.5,88.9,53.0,15.0,37.5,79.7,80.7,69,85.0,20.0,42.6,45.0,84.7,QS World University Rankings,Times Higher Education World University Rankings,99
UNIV_329227,University of Campinas,Italy,Europe,2024,Engineering & Technology,34514,10526,2066,16.7,30.2,3027,11502,87.4,80.7,53.2,15.0,37.8,84.3,76.6,70,88.6,20.0,67.5,45.3,86.6,QS World University Rankings,Times Higher Education World University Rankings,73
UNIV_933544,Daejeon University of Advanced Studies,France,Europe,2020,Life Sciences & Medicine,34232,10509,1746,20.3,28.7,1244,3980,79.6,73.6,43.2,15.0,35.9,76.7,72.2,61,75.4,20.0,62.6,43.0,81.6,QS World University Rankings,Times Higher Education World University Rankings,68
UNIV_933544,Daejeon University of Advanced Studies,France,Europe,2021,Life Sciences & Medicine,34232,10509,1746,20.1,29.5,894,2994,80.2,78.6,43.7,15.0,36.9,85.8,72.0,62,81.1,20.0,78.0,44.2,82.2,QS World University Rankings,Times Higher Education World University Rankings,92
UNIV_933544,Daejeon University of Advanced Studies,France,Europe,2022,Life Sciences & Medicine,34232,10509,1746,20.0,29.7,1210,4235,82.1,79.4,44.0,15.0,37.1,85.8,77.5,63,78.1,20.0,75.7,44.5,84.1,QS World University Rankings,Times Higher Education World University Rankings,69
UNIV_933544,Daejeon University of Advanced Studies,France,Europe,2023,Life Sciences & Medicine,34232,10509,1746,19.8,30.0,858,3131,82.5,80.7,44.6,15.0,37.5,80.4,75.0,64,82.1,20.0,78.7,45.0,84.6,QS World University Rankings,Times Higher Education World University Rankings,101
UNIV_933544,Daejeon University of Advanced Studies,France,Europe,2024,Life Sciences & Medicine,34232,10509,1746,19.7,30.6,1515,5757,83.3,79.4,44.8,15.0,38.2,72.6,79.7,64,83.8,20.0,46.8,45.9,85.4,QS World University Rankings,Times Higher Education World University Rankings,123
UNIV_336039,Chengdu Catholic University 2,United Kingdom,Europe,2020,Natural Sciences,21841,5984,1040,21.5,25.9,5249,16796,80.0,77.3,39.8,29.1,32.4,69.3,77.9,60,78.6,27.6,86.7,38.8,81.2,QS World University Rankings,Times Higher Education World University Rankings,81
UNIV_336039,Chengdu Catholic University 2,United Kingdom,Europe,2021,Natural Sciences,21841,5984,1040,21.4,25.8,4547,15232,80.8,76.3,40.1,26.4,32.2,70.9,69.4,60,80.9,25.1,64.5,38.7,82.1,QS World University Rankings,Times Higher Education World University Rankings,98
UNIV_336039,Chengdu Catholic University 2,United Kingdom,Europe,2022,Natural Sciences,21841,5984,1040,21.4,26.7,5602,19607,82.7,79.8,40.1,33.9,33.4,72.7,71.9,61,79.6,32.2,40.5,40.0,84.0,QS World University Rankings,Times Higher Education World University Rankings,77
UNIV_336039,Chengdu Catholic University 2,United Kingdom,Europe,2023,Natural Sciences,21841,5984,1040,21.2,26.7,5177,18896,83.8,86.5,40.6,32.7,33.4,78.2,84.9,62,80.1,31.1,74.0,40.0,85.1,QS World University Rankings,Times Higher Education World University Rankings,81
UNIV_336039,Chengdu Catholic University 2,United Kingdom,Europe,2024,Natural Sciences,21841,5984,1040,21.0,27.5,5695,21641,85.1,81.6,41.2,37.5,34.4,80.4,80.4,63,83.8,35.6,90.9,41.2,86.4,QS World University Rankings,Times Higher Education World University Rankings,83
UNIV_744064,University of Toronto,Canada,North America,2020,Life Sciences & Medicine,8941,2458,604,15.4,25.9,126601,405123,87.2,85.5,56.9,100.0,32.4,71.1,79.0,72,84.8,95.0,62.5,38.8,81.0,QS World University Rankings,Times Higher Education World University Rankings,92
UNIV_744064,University of Toronto,Canada,North America,2021,Life Sciences & Medicine,8941,2458,604,15.2,26.1,133646,447714,87.7,91.2,57.4,100.0,32.6,80.3,82.8,73,83.3,95.0,90.4,39.2,81.5,QS World University Rankings,Times Higher Education World University Rankings,124
UNIV_744064,University of Toronto,Canada,North America,2022,Life Sciences & Medicine,8941,2458,604,15.1,26.7,141570,495495,90.0,83.3,57.7,100.0,33.4,74.2,75.6,74,86.0,95.0,62.6,40.0,83.6,QS World University Rankings,Times Higher Education World University Rankings,95
UNIV_744064,University of Toronto,Canada,North America,2023,Life Sciences & Medicine,8941,2458,604,14.7,26.9,147037,536685,91.5,91.3,58.8,100.0,33.6,88.2,83.4,75,86.7,95.0,86.9,40.3,85.0,QS World University Rankings,Times Higher Education World University Rankings,86
UNIV_744064,University of Toronto,Canada,North America,2024,Life Sciences & Medicine,8941,2458,604,14.9,27.5,155793,592013,92.0,94.8,58.3,100.0,34.4,83.4,86.5,75,93.1,95.0,83.6,41.2,85.4,QS World University Rankings,Times Higher Education World University Rankings,123
UNIV_223521,Padua Technical University,Sweden,Europe,2020,Life Sciences & Medicine,35782,11414,1798,20.3,30.0,1217,3894,80.4,80.3,43.2,15.0,37.5,78.2,73.3,62,79.8,20.0,90.8,45.0,80.5,QS World University Rankings,Times Higher Education World University Rankings,115
UNIV_223521,Padua Technical University,Sweden,Europe,2021,Life Sciences & Medicine,35782,11414,1798,20.3,30.3,1641,5497,82.2,78.5,43.2,15.0,37.9,75.8,70.9,63,83.7,20.0,74.4,45.5,82.3,QS World University Rankings,Times Higher Education World University Rankings,88
